Name_Station,Latitude_Station,Longitude_Station,Number_Of_Bikes,Venue_Name,Venue_Address,Venue_Distance,Venue_Phone,Venue_Rating,Venue_Price,Venue_Review_Count,Venue_URL,Venue_Subcategory,Venue_Category
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Broadway Dive Bar,1,680.7471803207188,1,4.2,1,176,0.0,Dive Bars,bar
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Dagon,1,739.6951928596319,1,4.2,3,269,1.0,Bars,bar
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,George Keeley,1,1173.6345852848365,1,4.1,2,346,1.0,Pubs,bar
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,The Milling Room,1,1251.674058082008,1,4.1,3,596,1.0,New American,bar
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,The Consulate,1,959.8266677117946,1,4.1,3,322,1.0,French,bar
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Cibo e Vino,1,858.2328148760431,1,4.0,3,431,1.0,Italian,bar
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Buceo 95,1,503.9729223149525,1,4.0,3,481,1.0,Tapas Bars,bar
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,The Hotel Newton,1,584.8036353912167,1,3.2,2,91,1.0,Hotels,hotel
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,The Belnord Hotel,1,919.6612289881032,1,3.0,2,127,1.0,Hotels,hotel
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Beverly Laurel Motor Hotel,1,794.3150328603477,1,2.7,2,105,1.0,Hotels,hotel
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Broadway Hotel & Hostel,1,711.6363308642002,1,2.7,1,68,1.0,Hotels,hotel
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,New Ebony Hotel,1,1281.4891877211105,1,2.4,1,13,0.0,Hotels,hotel
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Royal Park Hotel,1,674.3195789434352,1,2.0,2,63,1.0,Hotels,hotel
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Days Inn by Wyndham Hotel New York City-Broadway,1,548.870105922954,1,1.8,2,230,1.0,Hotels,hotel
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Columbus Art Gallery,1,693.12143363447,1,4.9,2,50,1.0,Art Galleries,shopping
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Shishi,1,665.406217643926,1,4.8,2,49,1.0,Women's Clothing,shopping
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Supermud Pottery Studio,1,915.893779283374,1,4.8,2,10,1.0,Art Galleries,shopping
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Zingone Brothers,1,1162.178943686076,1,4.8,2,43,0.0,Fruits & Veggies,shopping
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Mirabelle Boutique,1,1134.4264071920268,1,5.0,2,4,1.0,Women's Clothing,shopping
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Mattress Firm Columbus Avenue,1,149.51042930142071,1,4.7,2,39,1.0,Mattresses,shopping
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,The Jewel Boutique,1,608.0434375602284,1,4.7,2,76,1.0,Jewelry,shopping
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Ran Art Gallery,1,799.7021062456685,1,4.7,3,20,0.0,Art Galleries,shopping
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Magpie,1,1179.0360504151795,1,4.7,2,29,1.0,Home Decor,shopping
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Drd Jewelry,1,789.5436030921287,1,4.7,1,73,0.0,Watches,shopping
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Amsterdam Art Gallery,1,1299.4261179487924,1,4.7,2,23,0.0,Art Galleries,shopping
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Darryl's Boutique,1,1166.0669427002963,1,4.6,2,56,1.0,Women's Clothing,shopping
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Ivan Pharmacy,1,313.2931129279497,1,4.5,2,35,1.0,Drugstores,shopping
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Rootchi,1,749.4280287024952,1,4.5,3,8,1.0,Women's Clothing,shopping
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Mani Market Place,1,303.6470028203835,1,4.5,1,80,1.0,Delis,shopping
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,New Amsterdam Drug Mart,1,533.45591280575,1,4.4,2,13,1.0,Drugstores,shopping
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Pastel Art,1,646.1858632962467,1,4.4,2,25,1.0,Framing,shopping
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,West Side Judaica,1,860.5151469009148,1,4.4,2,40,0.0,Bookstores,shopping
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Down & Quilt Shop,1,1027.2732614276636,1,4.3,2,16,1.0,Home Decor,shopping
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Hudson & Charles,1,916.6471258299524,1,4.2,3,84,1.0,Butcher,shopping
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Zingone Brothers,1,1162.178943686076,1,4.8,2,43,0.0,Fruits & Veggies,supermarket
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Mani Market Place,1,303.6470028203835,1,4.5,1,80,1.0,Delis,supermarket
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Morningside Park's Down to Earth Farmers Market,1,1072.0367927771033,0,4.1,2,8,1.0,Farmers Market,supermarket
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Barney Greengrass,1,934.1057377815912,1,4.0,2,917,1.0,Specialty Food,supermarket
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,The Kosher Marketplace,1,766.573760413087,1,3.9,3,45,1.0,Specialty Food,supermarket
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Schatzie Prime Meats,1,720.4320582155498,1,3.9,2,37,1.0,Butcher,supermarket
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Trader Joe's,1,413.37213332326,1,3.5,2,119,1.0,Grocery,supermarket
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Yura on Madison,1,1103.3165994885396,1,3.4,2,152,1.0,Specialty Food,supermarket
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Han's Fruit & Vegetable Mkt,1,686.4968499937411,1,3.2,3,13,0.0,Fruits & Veggies,supermarket
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Whole Foods Market,1,220.2844402235644,1,3.2,2,375,1.0,Grocery,supermarket
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Freshy's Deli & Grocery,1,779.2881474820315,1,2.9,1,104,1.0,Grocery,supermarket
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Westside Market NYC,1,628.5202094673264,1,2.9,2,132,1.0,Grocery,supermarket
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,The Health Nuts,1,622.1286954918256,1,2.8,2,57,1.0,Health Markets,supermarket
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Bravo Supermarket,1,618.8992442496043,1,2.8,1,14,0.0,Grocery,supermarket
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Associated Supermarket,1,279.05101469108547,1,2.6,2,9,0.0,Grocery,supermarket
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,D'Agostino,1,519.4205361961301,1,2.6,2,29,1.0,Grocery,supermarket
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Key Food Fresh of Amsterdam Avenue,1,432.14943284879496,1,2.4,1,47,1.0,Grocery,supermarket
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Key Food,1,1025.006702584447,1,2.4,2,53,1.0,Grocery,supermarket
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Central Markets,1,1032.1125257088506,1,2.3,3,59,1.0,Grocery,supermarket
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Barzini,1,785.3449491845654,1,2.2,2,148,0.0,Grocery,supermarket
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Columbus Art Gallery,1,693.12143363447,1,4.9,2,50,1.0,Art Galleries,museum
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,The Bard Graduate Center,1,908.7036437086653,1,4.9,1,7,1.0,Art Galleries,museum
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Amsterdam Art Gallery,1,1299.4261179487924,1,4.7,2,23,0.0,Art Galleries,museum
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,The Jewish Museum,1,1043.9665236933356,1,4.0,1,125,1.0,Museums,museum
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,"Cooper Hewitt, Smithsonian Design Museum",1,1116.4748803125954,1,4.0,2,256,1.0,Museums,museum
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Prohibition,1,1033.1563832247018,1,3.8,2,447,1.0,Bars,museum
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,Metro Frame Art,1,660.4086543809341,1,3.5,4,12,1.0,Framing,museum
"Icon Pkg: W 97 St, Cntrl Park W & Col.",40.792596,-73.965278,14,The Art Studio NY,1,400.5600193568868,1,4.1,2,52,1.0,Art Schools,school
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Huso,1,920.9937874293224,1,4.8,3,69,1.0,Wine Bars,restaurant
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Chamoun’s Way,1,1167.8240022885618,1,4.8,2,206,1.0,Mediterranean,restaurant
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Chicken Insider,1,881.5203762252689,1,4.7,2,222,1.0,Chicken Wings,restaurant
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Casa Birria NYC,1,486.428300184566,1,4.7,1,105,0.0,Food Trucks,restaurant
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Ella's Cafe Espresso & Wine Bar,1,438.4060117082578,1,4.7,2,79,1.0,Cafes,restaurant
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Little Beet,1,949.5039591267146,1,4.6,2,28,1.0,Gluten-Free,restaurant
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,York Deli,1,549.3813218277702,1,4.6,2,8,0.0,Delis,restaurant
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Frame,1,659.5097595232795,1,4.6,1,85,0.0,Coffee & Tea,restaurant
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Anita Gelato,1,277.19621691890273,1,4.6,1,481,0.0,Gelato,restaurant
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Sashimi Express II,1,662.4472977275535,1,4.6,1,176,1.0,Sushi Bars,restaurant
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Donna Margherita,1,1046.913300894704,1,4.6,2,200,1.0,Pizza,restaurant
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Vegan grill,1,747.1415977496824,1,4.6,2,40,1.0,Vegan,restaurant
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Bigoi Venezia,1,654.4473692555915,1,4.6,2,361,1.0,Italian,restaurant
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Koo Thai,1,841.8251237647328,1,4.6,2,34,1.0,Bubble Tea,restaurant
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Super Taste,1,212.05825196834687,1,4.6,2,41,0.0,Chinese,restaurant
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Peng's Noodle Folk,1,925.3870607231124,1,4.5,2,567,1.0,Chinese,restaurant
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,THEP Thai Restaurant,1,572.4415708358313,1,4.5,3,2961,1.0,Thai,restaurant
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Dave's Hot Chicken,1,578.0374360930134,1,4.5,2,24,1.0,Chicken Shop,restaurant
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Sushi Ishikawa,1,559.2620114234606,1,4.5,4,342,1.0,Sushi Bars,restaurant
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,NR,1,477.147165168501,1,4.5,3,373,1.0,Ramen,restaurant
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Ella's Cafe Espresso & Wine Bar,1,438.4060117082578,1,4.7,2,79,1.0,Cafes,coffee
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,787 Coffee,1,358.0961712172131,1,4.6,2,110,1.0,Coffee & Tea,coffee
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Frame,1,659.5097595232795,1,4.6,1,85,0.0,Coffee & Tea,coffee
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Cafe Bleriot XI,1,388.1615203205329,1,4.6,2,107,0.0,Coffee & Tea,coffee
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Miss Madeleine,1,73.7396438297961,1,4.6,2,111,1.0,Bakeries,coffee
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Stella & Fly,1,611.5259947640488,1,4.6,2,147,1.0,Coffee & Tea,coffee
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Inès,1,559.2620114234606,1,4.5,2,137,1.0,Coffee & Tea,coffee
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,By The Way Bakery,1,675.1987219450712,1,4.5,1,212,1.0,Gluten-Free,coffee
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Ottomanelli Butcher Shoppe,1,195.39083447496355,1,4.4,2,122,1.0,Meat Shops,coffee
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,787 Coffee,1,917.649970439198,1,4.4,2,50,1.0,Coffee & Tea,coffee
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Black Star Bakery & Cafe,1,322.34261226307933,1,4.4,2,140,1.0,Coffee & Tea,coffee
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Mellow Yellow,1,707.6272646691269,0,4.4,2,388,0.0,Coffee & Tea,coffee
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Cacio e Pepe,1,292.9243212650522,1,4.4,3,86,1.0,Italian,coffee
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,William Poll,1,791.1644275184826,1,4.3,2,47,1.0,Sandwiches,coffee
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Oslo Coffee Roasters,1,526.007726143505,1,4.3,1,279,1.0,Coffee & Tea,coffee
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Wine Emporium,1,274.50569918512537,1,4.3,2,16,0.0,"Beer, Wine & Spirits",coffee
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,JJ Brown Cup,1,674.75647194518,1,4.2,1,157,0.0,Coffee & Tea,coffee
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Butterfield Market,1,1011.9605565980264,1,4.2,3,64,1.0,Bakeries,coffee
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Matto Espresso,1,654.2931618069183,1,4.2,1,29,1.0,Coffee & Tea,coffee
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Chip City,1,290.3246195249878,1,4.2,2,66,1.0,Bakeries,coffee
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Huso,1,920.9937874293224,1,4.8,3,69,1.0,Wine Bars,bar
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Ella's Cafe Espresso & Wine Bar,1,438.4060117082578,1,4.7,2,79,1.0,Cafes,bar
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Stella & Fly,1,611.5259947640488,1,4.6,2,147,1.0,Coffee & Tea,bar
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Avoca,1,552.1986494508961,1,4.5,2,164,1.0,Pubs,bar
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,The Hunterian Bar,1,894.756732971278,1,4.5,2,37,1.0,Cocktail Bars,bar
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,NR,1,477.147165168501,1,4.5,3,373,1.0,Ramen,bar
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Inès,1,559.2620114234606,1,4.5,2,137,1.0,Coffee & Tea,bar
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Caledonia Bar,1,344.3732422411188,1,4.4,2,270,1.0,Pubs,bar
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Aunt Jake's,1,276.5766756113124,1,4.4,2,258,1.0,Italian,bar
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Heidi's House By The Side Of The Road,1,331.2626717314064,1,4.4,2,669,1.0,Wine Bars,bar
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Cacio e Pepe,1,292.9243212650522,1,4.4,3,86,1.0,Italian,bar
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Biddy's Pub,1,859.2450479978625,1,4.3,1,112,1.0,Pubs,bar
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,The Drunken Munkey - UES,1,877.6882348338107,1,4.3,2,1386,1.0,Indian,bar
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,2nd Floor Bar & Essen,1,502.9596950865721,1,4.3,3,87,1.0,Cocktail Bars,bar
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Kaia Wine Bar,1,930.1266617096536,1,4.2,2,556,1.0,South African,bar
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Bohemian Spirit Restaurant,1,653.1278799541276,1,4.2,2,139,1.0,Czech,bar
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Gaf East,1,605.1502784829394,1,4.2,1,31,0.0,Pubs,bar
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Dylan Murphy's,1,456.0619914588384,1,4.2,2,257,1.0,Irish Pub,bar
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Osteria Nando,1,300.3286793703388,1,4.2,3,218,1.0,Italian,bar
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,The Milton,1,880.2114739473733,1,4.2,2,508,1.0,Irish,bar
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,"The Carlyle, A Rosewood Hotel",1,986.2112127570942,1,3.6,4,145,1.0,Hotels,hotel
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Courtyard by Marriott New York Manhattan/Upper East Side,1,891.4079072682849,1,2.9,2,141,1.0,Hotels,hotel
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,St Marys Residence,1,787.7706065388827,1,1.0,3,1,1.0,Hotels,hotel
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Matiell Consignment Shop,1,771.1895143953415,1,5.0,2,12,1.0,"Used, Vintage & Consignment",shopping
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Morning Calm Gallery,1,137.66319865226316,1,5.0,4,10,1.0,Framing,shopping
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Forever Simon's,1,993.8862937094946,1,4.9,1,83,1.0,Watch Repair,shopping
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,The Book Cellar,1,320.2408770396356,1,4.8,1,41,0.0,Used Bookstore,shopping
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,New York Fine Art Gallery & Custom Framing,1,391.1652084480339,1,4.8,2,75,0.0,Framing,shopping
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Judaica Classics by Doina,1,686.9600179930499,1,4.8,2,8,0.0,Art Galleries,shopping
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Alex's Jewelry,1,1187.135227193971,1,4.7,2,76,1.0,Jewelry,shopping
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,STUDS Upper East Side,1,935.6628565200192,1,4.6,2,77,1.0,Piercing,shopping
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Sutton Clock Shop,1,394.7649360046605,1,4.6,2,27,1.0,Antiques,shopping
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Illume,1,1870.460029998842,1,4.6,3,28,1.0,Home Decor,shopping
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Lisa's on Second,1,922.4772016525346,1,4.6,2,74,1.0,Gift Shops,shopping
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Ursus Books,1,921.564211744419,1,4.8,3,4,1.0,Bookstores,shopping
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Martine's Antiques,1,304.762353456614,1,5.0,2,3,0.0,Antiques,shopping
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Jo Malone London,1,824.7844839749129,1,4.5,3,10,1.0,Cosmetics & Beauty Supply,shopping
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Mary Arnold Toys,1,637.6174574891762,1,4.5,2,30,1.0,Toy Stores,shopping
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Dorian's Seafood Market,1,286.46843893864974,1,4.4,2,58,1.0,Grocery,shopping
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Logos Bookstore,1,275.3419156597049,1,4.4,2,40,1.0,Cards & Stationery,shopping
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Food Liberation Health Market,1,941.3156139663593,1,4.4,4,26,0.0,Convenience Stores,shopping
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Journelle,1,824.4510622805316,1,4.3,3,45,1.0,Lingerie,shopping
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Peipers & Kojen,1,867.0112608670746,1,5.0,2,2,0.0,Jewelry,shopping
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Ottomanelli Butcher Shoppe,1,195.39083447496355,1,4.4,2,122,1.0,Meat Shops,supermarket
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Dorian's Seafood Market,1,286.46843893864974,1,4.4,2,58,1.0,Grocery,supermarket
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Schaller & Weber,1,454.0849831484725,1,4.3,2,208,1.0,Butcher,supermarket
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Butterfield Market,1,1011.9605565980264,1,4.2,3,64,1.0,Bakeries,supermarket
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,92nd Street Greenmarket,1,936.1408719064764,0,4.1,2,7,1.0,Farmers Market,supermarket
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Price Wise,1,452.0308100773612,1,4.1,1,20,0.0,Discount Store,supermarket
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,"A Matter of Health, Inc",1,710.624090333866,1,4.0,2,94,1.0,Health Markets,supermarket
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Butterfield Market,1,692.480887613783,1,3.7,2,175,1.0,Fruits & Veggies,supermarket
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Sable's Smoked Fish,1,631.5826408499719,1,3.7,2,311,1.0,Seafood Markets,supermarket
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Milano Market,1,813.9400474955622,1,3.7,2,464,1.0,Delis,supermarket
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Citarella Gourmet Market - Upper East Side,1,639.1625431571906,1,3.6,3,141,1.0,Grocery,supermarket
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,CTown Supermarkets,1,685.7153172228926,1,3.6,2,73,1.0,Grocery,supermarket
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Park East Kosher Butchers,1,724.015485227842,1,3.4,3,50,1.0,Meat Shops,supermarket
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Annies Fruits & Vegetables,1,900.8748730270408,1,3.4,2,13,0.0,Fruits & Veggies,supermarket
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Juice Press,1,520.4891432533866,1,3.4,2,35,1.0,Juice Bars & Smoothies,supermarket
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Grace's Marketplace,1,1073.6186061668682,1,3.3,3,152,1.0,Grocery,supermarket
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Leonard's Market,1,577.4778631374172,1,3.3,3,26,1.0,Seafood Markets,supermarket
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Gentile's Foods & Market,1,971.4940532630532,1,3.3,4,15,0.0,Grocery,supermarket
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Dawa 91,1,862.7334776284276,1,3.3,1,34,0.0,Delis,supermarket
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Agata & Valentina,1,203.86330845824108,1,3.3,3,342,1.0,Grocery,supermarket
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,New York Fine Art Gallery & Custom Framing,1,391.1652084480339,1,4.8,2,75,0.0,Framing,museum
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Judaica Classics by Doina,1,686.9600179930499,1,4.8,2,8,0.0,Art Galleries,museum
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,A & N Art Gallery And Custom Framing,1,706.7596595959732,1,4.7,2,31,0.0,Art Galleries,museum
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Alliance Art Glass,1,793.2487825798728,1,4.6,2,26,1.0,Framing,museum
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Skarstedt Gallery,1,974.4622374543842,1,4.5,3,11,1.0,Art Galleries,museum
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Tambaran Gallery,1,1018.83640443682,1,5.0,3,3,1.0,Art Galleries,museum
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Art & Frame of New York,1,641.9607246275295,1,4.3,2,13,1.0,Art Galleries,museum
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Bernard & S Dean Levy,1,986.758234128625,1,5.0,4,2,1.0,Antiques,museum
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Dalva Brothers,1,944.7308124839,1,5.0,4,1,1.0,Art Galleries,museum
"Quik Park: 81 St, 1st & York",40.773513,-73.951505,10,Acquavella Galleries,1,986.168426246542,1,4.0,4,4,1.0,Art Galleries,museum
